מזהה,סוג,"מק""ט","GTIN, UPC, EAN, or ISBN",שם,פורסם,"האם מומלץ?","נראות בקטלוג","תיאור קצר",תיאור,"תאריך התחלה של מחיר המבצע","תאריך סיום של מחיר המבצע","סטטוס מס","סוג מס",במלאי?,מלאי,"כמות של מלאי מועט","לאפשר הזמנות מראש?","נמכר בנפרד?","משקל (ק""ג)","אורך (סנטימטרים)","רוחב (סנטימטרים)","גובה (סנטימטרים)","לאפשר חוות דעת של לקוחות?","הערת רכישה","מחיר מבצע","מחיר רגיל",קטגוריות,תגיות,"סוג משלוח",תמונות,"הגבלת הורדות","ימים שנותרו לתוקף ההורדה",אב,"מוצרים מקובצים","מוצרים משודרגים","מוצרים משלימים","URL חיצוני","טקסט כפתור",מיקום,"Rey Swatches","Rey Variations extra images","שיוך 1 שמות","שיוך 1 ערכים","שיוך 1 פריטים מוצגים","שיוך 1 פריטים גלובליים","כלים: _wp_page_template","כלים: _variation_updated","כלים: _rey_qty_per_variation_min","כלים: _rey_qty_per_variation_max","כלים: _rey_qty_per_variation_step"
31529,variable,cusdes-BX-57612-m,,"גופיית פיבריקוניקס",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/231103-Fibriconics-TankTop-front-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/231104-Fibriconics-TankTop-back-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/231105-Fibriconics-TankTop-side-4.jpg",,,,,,,,,0,,,מידה,m,1,1,default
31531,variable,cusdes-BX-41330-m,,"גופייה מחוץ למציאות",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/156718-a3b4ba2f-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/156719-024d125a-4.jpg",,,,,,,,,0,,,מידה,m,1,1,default
31533,variable,cusdes-BX-38959-s,,"גופיית דאבס",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/148457-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/148458-4.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31535,variable,cusdes-BX-36937-s,,"גופיית פריחת ורדים",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/137125-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/137126-4.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31537,variable,cusdes-BX-35310-s,,"גופיית שלום",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/127354-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/127355-4.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31539,variable,cusdes-BX-36944-xl,,"גופיית זר ערב",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/137143-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/137144-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31541,variable,cusdes-BX-35332-xl,,"גופיית OM",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/127396-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/127397-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31543,variable,cusdes-BX-41307-xl,,"גופיית לילות טריפיים",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/156672-538a7d2e-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/156673-823529f8-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31545,variable,cusdes-BX-39562-xl,,"גופיית זהירות",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/151292-e09b3a48-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/151293-c8a333ac-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31547,variable,cusdes-BX-57450-xl,,"גופיית Kaotic Mind",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/230567-Kaotic-Mind-TankTop-front-_281_29-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/230566-Kaotic-Mind-TankTop-back-_281_29-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/230568-Kaotic-Mind-TankTop-side-_281_29-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31549,variable,cusdes-BX-41479-xl,,"גופיית פאלם טו פייד",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/157028-1ab4359d-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/157029-e68d4ae8-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31551,variable,cusdes-BX-25687-xl,,"גופיית חתול מפחיד",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/79541-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/79542-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31553,variable,cusdes-BX-56280-xxl,,"גופיית ""לא קדוש""",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/226688-tank-top-front-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/226687-tank-side-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/226686-tank-back-4.jpg",,,,,,,,,0,,,מידה,xxl,1,1,default
31555,variable,cusdes-BX-38754-xxl,,"גופייה ללא גבולות",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/148025-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/148026-4.jpg",,,,,,,,,0,,,מידה,xxl,1,1,default
31557,variable,cusdes-BX-22181,,"גופיית רעש גולגולת",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/35d11cba-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/29568ae0-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/b4e9893a-4.jpg",,,,,,,,,0,,,מידה,l,1,1,default
31559,variable,cusdes-BX-36937,,"גופיית פריחת ורדים",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/137125-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/137126-4.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31561,variable,cusdes-BX-35310,,"גופיית שלום",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/127354-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/127355-4.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31563,variable,cusdes-BX-36944,,"גופיית זר ערב",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/137143-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/137144-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31565,variable,cusdes-BX-35332,,"גופיית OM",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/127396-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/127397-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31567,variable,cusdes-BX-25687,,"גופיית חתול מפחיד",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה",גופייה,,"https://zeketa.co.il/wp-content/uploads/2026/01/79541-4.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/79542-4.jpg",,,,,,,,,0,,,מידה,xl,1,1,default
31569,variable,cusdes-WY-34320,,"סווטשירט מוטה",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה","סווטשירט מוטה",,"https://zeketa.co.il/wp-content/uploads/2026/02/120891.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/120892.jpg",,,,,,,,,0,,,מידה,l,1,1,default
31571,variable,cusdes-WK-49187-l,,"ריסוס מכנסי טרנינג",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/195832-FH_20Joggers_201.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/195831-FH_20Joggers_202.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/195833-FH_20Joggers_203.jpg",,,,,,,,,0,,,מידה,l,1,1,default
31573,variable,cusdes-STK-51532-l,,"מכנסי Rage Rabbit",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/207410-RageRabbit-FH_20JerseyShorts-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/207408-RageRabbit-FH_20JerseyShorts-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/207409-RageRabbit-FH_20JerseyShorts-back.jpg",,,,,,,,,0,,,מידה,l,1,1,default
31575,variable,cusdes-STK-50084-xxl,,"מכנסי גולדן רטריבר",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/201528-1-front-FH_20Jersey_20Shorts.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/201529-1-side-FH_20Jersey_20Shorts.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/201527-1-back-FH_20Jersey_20Shorts.jpg",,,,,,,,,0,,,מידה,xxl,1,1,default
31577,variable,cusdes-WK-28672-s,,"מכנסי טרנינג FX",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/FX-M_jogg-Front.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/FX-M_jogg-Side.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/FX-M_jogg-Back.jpg, https://zeketa.co.il/wp-content/uploads/2026/03/3c206e0e-95f5-4f2c-aa73-d61c4117b85a_b9f469a9-6e81-4e2f-81c2-b66ef8f96faa.jpg",,,,,,,,,0,,,מידה,s,1,1,default
31580,variable,cusdes-WK-57365-m,,"מכנסי טרנינג La Vie En Rose",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"נשים > בגדים > גופייה, גברים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/230304-Rose-Joggers-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/230303-Rose-Joggers-back.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/230305-Rose-Joggers-side.jpg",,,,,,,,,0,,,מידה,m,1,1,default
31582,variable,cusdes-WK-43291-l,,"מכנסי טרנינג PRIDE",1,0,visible,,"<span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""></span></span></span></span>",,,none,,1,,,0,0,,,,,0,,,,"גברים > בגדים > גופייה, נשים > בגדים > גופייה, גברים > בגדים > מכנסי טרנינג, נשים > בגדים > מכנסי טרנינג","מכנסי טרנינג",,"https://zeketa.co.il/wp-content/uploads/2026/02/Pride-Joggers-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/Pride-Joggers-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/02/Pride-Joggers-back.jpg",,,,,,,,,0,,,מידה,l,1,1,default
